Date,Confirmed,Recovered,Deaths,Active,NewCases,temperature
2020-02-01,0,0,0,0,0,7.30708105246378
2020-02-02,0,0,0,0,0,6.9078974307915
2020-02-03,0,0,0,0,0,9.28045957390879
2020-02-04,0,0,0,0,0,7.96825416339576
2020-02-05,0,0,0,0,0,6.59646717899971
2020-02-06,0,0,0,0,0,4.34022188057482
2020-02-07,0,0,0,0,0,4.21445561186701
2020-02-08,0,0,0,0,0,4.43914783027762
2020-02-09,0,0,0,0,0,4.95919627880705
2020-02-10,0,0,0,0,0,7.33069662338819
2020-02-11,0,0,0,0,0,9.47806047614457
2020-02-12,0,0,0,0,0,8.02372743734421
2020-02-13,0,0,0,0,0,6.28338112433805
2020-02-14,0,0,0,0,0,7.61527127141672
2020-02-15,0,0,0,0,0,7.50322578330827
2020-02-16,0,0,0,0,0,7.42894309728878
2020-02-17,0,0,0,0,0,8.67640958752001
2020-02-18,0,0,0,0,0,8.47104867977755
2020-02-19,0,0,0,0,0,7.52824735693446
2020-02-20,0,0,0,0,0,7.28812338583533
2020-02-21,0,0,0,0,0,7.64471493705794
2020-02-22,0,0,0,0,0,7.67347061156579
2020-02-23,0,0,0,0,0,8.95849451039811
2020-02-24,0,0,0,0,0,11.4430271028801
2020-02-25,68,0,0,68,68,9.76027586535119
2020-02-26,86,0,3,83,18,7.94660726932778
2020-02-27,231,0,3,228,145,5.57775408422193
2020-02-28,359,40,8,311,128,7.95767211998838
2020-02-29,443,40,11,392,84,6.55766486353066
2020-03-01,812,40,17,755,369,6.71982224288714
2020-03-02,1082,73,18,991,270,4.97013041139292
2020-03-03,1348,139,32,1177,266,7.41355789815544
2020-03-04,1648,139,49,1460,300,7.02509325843782
2020-03-05,2079,250,67,1762,431,5.55877975062455
2020-03-06,2440,376,92,1972,361,6.1594691399268
2020-03-07,3248,469,129,2650,808,8.26340452937675
2020-03-08,4017,524,148,3345,769,7.47726646208512
2020-03-09,5297,550,261,4486,1280,6.6566841478423
2020-03-10,5619,646,327,4646,322,8.15771267560042
2020-03-11,7108,896,462,5750,1489,11.107641090581
2020-03-12,8553,900,611,7042,1445,10.5070776432665
2020-03-13,9648,1085,738,7825,1095,12.5208437809913
2020-03-14,11513,1198,884,9431,1865,9.02420491949077
2020-03-15,13100,1660,960,10480,1587,8.08691003256689
2020-03-16,14477,2011,1212,11254,1377,8.79021209322209
2020-03-17,16048,2368,1414,12266,1571,9.30474052873672
2020-03-18,17541,2485,1634,13422,1493,11.1329120988075
2020-03-19,19712,3488,1953,14271,2171,12.326597127267
2020-03-20,22092,3778,2162,16152,2380,11.9452942027131
2020-03-21,25343,4295,2543,18505,3251,11.7327522810542
2020-03-22,27034,5050,3089,18895,1691,10.6747078333278
2020-03-23,28589,5865,3450,19274,1555,5.12464956202752
2020-03-24,30531,6075,3770,20686,1942,5.55976732678433
2020-03-25,32174,6657,4172,21345,1643,4.52304333674062
2020-03-26,34717,7281,4468,22968,2543,3.50207081989241
2020-03-27,37126,7839,4855,24432,2409,8.42063452201189
2020-03-28,39243,8001,5396,25846,2117,11.8627619163429
2020-03-29,40835,8962,5938,25935,1592,12.0874958137865
2020-03-30,41989,9255,6354,26380,1154,9.31028964328301
2020-03-31,43036,10337,6812,25887,1047,5.1725356587651
2020-04-01,44601,10885,7193,26523,1565,5.24588712406048
2020-04-02,45893,11415,7587,26891,1292,6.22483881715444
2020-04-03,47348,12229,7954,27165,1455,8.57441817711137
2020-04-04,48946,13020,8305,27621,1598,10.5688247235012
2020-04-05,50283,13242,8650,28391,1337,11.7096747056647
2020-04-06,51362,13426,8899,29037,1079,13.0938358950556
2020-04-07,52153,13863,9196,29094,791,13.8881711900478
2020-04-08,53242,14498,9478,29266,1089,13.9626169937881
2020-04-09,54630,15147,9716,29767,1388,14.7292025180883
2020-04-10,55876,15706,10016,30154,1246,15.7180884852427
2020-04-11,57420,16280,10232,30908,1544,16.1658153804552
2020-04-12,58880,16823,10505,31552,1460,16.0789198945877
2020-04-13,60142,17166,10615,32361,1262,15.6246551278983
2020-04-14,61154,17478,10895,32781,1012,14.6742609405595
2020-04-15,61981,17821,11136,33024,827,11.4516711532558
2020-04-16,62922,17855,11371,33696,941,13.1856138033411
2020-04-17,63963,18396,11602,33965,1041,14.6421797830832
2020-04-18,65209,18850,11845,34514,1246,16.3544037173493
2020-04-19,66064,19136,12044,34884,855,16.9132590266333
2020-04-20,66799,19526,12207,35066,735,13.535739448663
2020-04-21,67759,20008,12370,35381,960,11.8813991554318
2020-04-22,68920,21374,12573,34973,1161,14.0711657053188
2020-04-23,69993,22110,12734,35149,1073,14.5941114681617
2020-04-24,71084,23352,12934,34798,1091,16.2762043676532
2020-04-25,71797,23782,13100,34915,713,17.1144729650582
2020-04-26,72717,24227,13263,35227,920,16.7939093200639
2020-04-27,73307,24398,13319,35590,590,16.16750948778
2020-04-28,74176,24589,13443,36144,869,15.1989467847231
2020-04-29,74962,25029,13569,36364,786,15.620469674546
2020-04-30,75560,25333,13673,36554,598,14.6394203310679
2020-05-01,76297,25749,13766,36782,737,14.4902726442178
2020-05-02,76830,26136,13854,36840,533,17.1622976258122
2020-05-03,77356,26146,14183,37027,526,16.880095491294
2020-05-04,77933,26371,14225,37337,577,17.0354478141914
2020-05-05,78433,26504,14288,37641,500,16.8463887673327
2020-05-06,79197,27124,14383,37690,764,16.4661561534879
2020-05-07,79917,33005,14605,32307,720,17.7992643908927
2020-05-08,80551,33329,14739,32483,634,18.9617263460325
2020-05-09,81053,33901,14833,32319,502,19.6234442907053
2020-05-10,81335,36039,14918,30378,282,18.3797282368683
2020-05-11,81699,36331,14980,30388,364,14.8778346866255
2020-05-12,82732,36406,15048,31278,1033,16.3058884008352
2020-05-13,83126,37113,15110,30903,394,14.6052649245167
2020-05-14,83648,38081,15179,30388,522,17.7356409474752
2020-05-15,83947,38568,15290,30089,299,16.487432889285
2020-05-16,84346,40962,15405,27979,399,16.7938226502526
2020-05-17,84672,41389,15444,27839,326,18.1225480616244
2020-05-18,84847,41895,15513,27439,175,20.2716698735957
2020-05-19,85309,42403,15537,27369,462,19.4224014775299
2020-05-20,85603,42593,15591,27419,294,20.1102055102446
2020-05-21,85919,43442,15656,26821,316,20.6872592846764
2020-05-22,86212,43649,15721,26842,293,20.9406528763501
2020-05-23,86653,44667,15778,26208,441,20.9211817843118
2020-05-24,86938,45355,15834,25749,285,18.8528028161269
2020-05-25,87086,45656,15834,25596,148,19.5848201123862
2020-05-26,87245,46169,15868,25208,159,19.269762761079
2020-05-27,87629,47044,15890,24695,384,18.9618964700267
2020-05-28,88011,47810,15948,24253,382,19.3769449117794
2020-05-29,88365,49296,15968,23101,354,17.0149533615783
2020-05-30,88586,49842,16006,22738,221,17.7418456605411
2020-05-31,88796,50870,16073,21853,210,17.7140796129348
2020-06-01,88846,51860,16106,20880,50,20.2632763546867
2020-06-02,89033,52026,16125,20882,187,21.4153451252081
2020-06-03,89270,52807,16137,20326,237,19.6926643786964
2020-06-04,89354,53046,16166,20142,84,15.4756023371113
2020-06-05,89756,53101,16195,20460,402,18.65892469362
2020-06-06,89898,53853,16216,19829,142,19.5647018096638
2020-06-07,90023,54322,16243,19458,125,17.0715644902241
2020-06-08,90217,54505,16264,19448,194,16.100500486362
2020-06-09,90409,54768,16296,19345,192,16.4916597436076
2020-06-10,90508,55967,16311,18230,99,16.2361946704207
2020-06-11,90760,56474,16343,17943,252,15.9887598763821
2020-06-12,91032,57218,16368,17446,272,17.9852726779969
2020-06-13,91242,57775,16399,17068,210,18.9545127820642
2020-06-14,91486,58201,16422,16863,244,19.9360808494291
2020-06-15,91745,59220,16443,16082,259,20.0563921552815
2020-06-16,91888,59484,16451,15953,143,19.900791760346
2020-06-17,92130,60361,16460,15309,242,17.9074148990375
2020-06-18,92346,60850,16474,15022,216,19.0294003228174
2020-06-19,92503,61355,16510,14638,157,18.6623257199008
2020-06-20,92668,62096,16528,14044,165,20.3150190912513
2020-06-21,92796,62372,16551,13873,128,22.4650606340516
2020-06-22,92939,62555,16564,13820,143,23.7408806011373
2020-06-23,93001,62900,16567,13534,62,24.4449795702317
2020-06-24,93089,63691,16573,12825,88,24.2201767744531
2020-06-25,93259,64448,16580,12231,170,22.9902488706954
2020-06-26,93415,64831,16602,11982,156,22.8576209489995
2020-06-27,93492,65323,16618,11551,77,23.7425622368107
2020-06-28,93589,66046,16620,10923,97,24.8298567992829
2020-06-29,93667,66175,16633,10859,78,25.1367934634617
2020-06-30,93729,66376,16634,10719,62,24.7108621480293
2020-07-01,93838,67197,16638,10003,109,24.2781968961908
2020-07-02,93936,67422,16644,9870,98,24.4450171672367
2020-07-03,94051,67610,16665,9776,115,21.8269608488837
2020-07-04,94146,67871,16669,9606,95,22.339243925118
2020-07-05,94244,68201,16685,9358,98,24.1890433539205
2020-07-06,94355,68274,16691,9390,111,25.7723507648081
2020-07-07,94408,68335,16694,9379,53,21.9349991167317
2020-07-08,94479,68793,16707,8979,71,22.2012326256833
2020-07-09,94598,69466,16719,8413,119,23.7216188309493
2020-07-10,94733,69683,16724,8326,135,25.190747110092
2020-07-11,94800,69828,16730,8242,67,23.6689857335121
2020-07-12,94877,70020,16734,8123,77,21.8976129906259
2020-07-13,94971,70297,16742,7932,94,21.802701881952
2020-07-14,95001,70375,16751,7875,30,21.1979918962595
2020-07-15,95064,70461,16754,7849,63,21.1125332859608
2020-07-16,95144,70936,16759,7449,80,22.2931515537053
2020-07-17,95199,71032,16769,7398,55,22.4847020778912
2020-07-18,95287,71172,16772,7343,88,21.982274267251
2020-07-19,95320,71416,16782,7122,33,23.3545405751975
2020-07-20,95376,71464,16782,7130,56,24.9520648718441
2020-07-21,95410,71611,16790,7009,34,24.9860042092078
2020-07-22,95461,71775,16791,6895,51,25.0882960080961
2020-07-23,95543,71860,16792,6891,82,24.618212145872
2020-07-24,95596,71973,16795,6828,53,20.3539173673324
2020-07-25,95675,72208,16795,6672,79,22.5728097516407
2020-07-26,95749,72271,16795,6683,74,24.0126584552819
2020-07-27,95783,72349,16795,6639,34,24.8100265844285
2020-07-28,95836,72429,16795,6612,53,25.9284852428246
2020-07-29,95882,72528,16796,6558,46,26.647688146642
2020-07-30,95970,72689,16796,6485,88,27.2789008304605
2020-07-31,96047,73305,16796,5946,77,27.871331149932
2020-08-01,96102,73402,16800,5900,55,27.7748679497717
2020-08-02,96140,73512,16801,5827,38,25.2336374402403
2020-08-03,96165,73676,16809,5680,25,20.0344246941606
2020-08-04,96209,73724,16812,5673,44,20.2036149648034
2020-08-05,96347,73810,16813,5724,138,20.9268566952428
2020-08-06,96465,73872,16818,5775,118,22.6674934020759
2020-08-07,96534,74080,16823,5631,69,24.5162371029933
2020-08-08,96610,74232,16823,5555,76,25.7523645499305
2020-08-09,96681,74403,16826,5452,71,26.1810344868026
2020-08-10,96712,74432,16827,5453,31,25.7409193286306
2020-08-11,96780,74504,16827,5449,68,25.8157176129039
2020-08-12,96882,74605,16827,5450,102,25.3396106395963
2020-08-13,96956,74700,16827,5429,74,24.0289046773336
2020-08-14,97053,74754,16829,5470,97,24.3166445527398
2020-08-15,97147,75012,16830,5305,94,24.3490391161345
2020-08-16,97208,75125,16831,5252,61,23.7236199560561
2020-08-17,97251,75163,16834,5254,43,22.2996640943605
2020-08-18,97301,75248,16834,5219,50,22.665613631108
2020-08-19,97392,75319,16834,5239,91,23.0979421494689
2020-08-20,97546,75398,16838,5310,154,24.7853488410922
2020-08-21,97720,75449,16840,5431,174,26.0823310301985
2020-08-22,97905,75546,16846,5513,185,25.9928082450479
2020-08-23,98144,75649,16846,5649,239,23.4864618795606
2020-08-24,98254,75678,16850,5726,110,22.0059607891335
2020-08-25,98373,75705,16851,5817,119,22.2615654050993
2020-08-26,98642,75901,16851,5890,269,23.8836539858142
2020-08-27,98928,75988,16851,6089,286,23.8137149850832
2020-08-28,99244,76018,16851,6375,316,22.1146637500834
2020-08-29,99533,76102,16854,6577,289,19.9565373199401
2020-08-30,99768,76200,16854,6714,235,19.4126516722225
2020-08-31,99903,76248,16857,6798,135,17.8587392924563
2020-09-01,100145,76258,16859,7028,242,18.6595638904071
2020-09-02,100382,76368,16861,7153,237,18.0264460622633
2020-09-03,100610,76407,16863,7340,228,19.0381153061677
2020-09-04,100947,76467,16864,7616,337,20.5639446204167
2020-09-05,101335,76574,16870,7891,388,21.8573683574966
2020-09-06,101533,76708,16871,7954,198,21.2339696140882
2020-09-07,101642,76794,16874,7974,109,18.5142439520552
2020-09-08,101913,76818,16880,8215,271,20.192129741283
2020-09-09,102131,76976,16882,8273,218,20.6712662732237
2020-09-10,102376,77088,16885,8403,245,21.2559378141718
2020-09-11,102633,77204,16886,8543,257,21.9039879116069
2020-09-12,102902,77318,16890,8694,269,22.2481324970336
2020-09-13,103167,77611,16890,8666,265,23.1323146783704
2020-09-14,103292,77651,16893,8748,125,22.9386287028322
2020-09-15,103468,77715,16895,8858,176,22.4602740642204
2020-09-16,103627,77938,16897,8792,159,22.9492307449211
2020-09-17,103908,78090,16899,8919,281,22.5099830254658
2020-09-18,104132,78240,16900,8992,224,22.2846970057435
2020-09-19,104375,78369,16902,9104,243,20.1135302012117
2020-09-20,104586,78695,16911,8980,211,19.6209146455735
2020-09-21,104676,78829,16916,8931,90,19.4075293937955
2020-09-22,104858,78849,16917,9092,182,18.2682802099405
2020-09-23,105054,79078,16919,9057,196,18.3870362851059
2020-09-24,105283,79197,16919,9167,229,18.1504904478045
2020-09-25,105560,79472,16929,9159,277,14.5462222909015
2020-09-26,105816,79624,16931,9261,256,13.6754873810307
2020-09-27,106032,79960,16935,9137,216,11.7921520930137
2020-09-28,106151,80021,16940,9190,119,13.0268529223967
2020-09-29,106354,80041,16942,9371,203,14.4430139557754
2020-09-30,106555,80476,16945,9134,201,15.9189378997579
2020-10-01,106879,80712,16949,9218,324,15.797287960569
2020-10-02,107186,80924,16954,9308,307,15.6299055853884
2020-10-03,107579,81228,16958,9393,393,16.2572747242457
2020-10-04,107893,81620,16963,9310,314,13.9521566859385
2020-10-05,108144,81733,16965,9446,251,13.2066112080246
2020-10-06,108494,81811,16967,9716,350,13.3276341849005
2020-10-07,109014,82184,16967,9863,520,15.2430115825191
2020-10-08,109697,82331,16972,10394,683,14.3659204688465
2020-10-09,110680,82484,16973,11223,983,14.0555508751379
2020-10-10,111820,82744,16974,12102,1140,14.1175946915932
2020-10-11,112852,82988,16976,12888,1032,11.6686767292164
2020-10-12,113548,83190,16979,13379,696,11.1315893061646
2020-10-13,114628,83353,16982,14293,1080,9.72473361285257
2020-10-14,116472,83550,16988,15934,1844,9.83901548699287
2020-10-15,118539,84415,17005,17119,2067,9.3716556245208
2020-10-16,120958,84624,17031,19303,2419,10.6906957446564
2020-10-17,123622,84958,17038,21626,2664,9.89466448707484
2020-10-18,126597,85112,17051,24434,2975,10.6373237228182
2020-10-19,128284,86397,17072,24815,1687,10.8352297344329
2020-10-20,130307,86738,17078,26491,2023,10.9742018203225
2020-10-21,134432,87072,17097,30263,4125,12.3701435329283
2020-10-22,138557,87591,17117,33849,4125,12.8021428686894
2020-10-23,143473,88059,17146,38268,4916,12.8673724170757
2020-10-24,148429,88536,17153,42740,4956,13.4555736690084
2020-10-25,154191,88706,17204,48281,5762,13.0828290176809
2020-10-26,157761,89145,17229,51387,3570,13.0753891060894
2020-10-27,162796,90356,17246,55194,5035,11.2572610285859
2020-10-28,170354,90774,17304,62276,7558,10.2679336099411
2020-10-29,177693,91763,17351,68579,7339,11.1108183299397
2020-10-30,186653,92567,17408,76678,8960,11.9845770866236
2020-10-31,195572,94134,17456,83982,8919,11.497458738363
2020-11-01,204179,96198,17529,90452,8607,11.5062223715975
2020-11-02,209457,96687,17583,95187,5278,12.0507052725566
2020-11-03,216261,97576,17629,101056,6804,13.4214200907935
2020-11-04,224019,100115,17746,106158,7758,13.4687733462544
2020-11-05,232841,101610,17842,113389,8822,13.0161379008816
2020-11-06,242775,102502,17981,122292,9934,12.7421874574476
2020-11-07,254264,107463,18112,128689,11489,11.0432322704469
2020-11-08,260582,108581,18220,133781,6318,11.0504899969674
2020-11-09,265359,110001,18337,137021,4777,11.3114882268886
2020-11-10,276314,115630,18436,142248,10955,10.2329984997321
2020-11-11,284494,122410,18565,143519,8180,9.38722200082788
2020-11-12,293785,124025,18717,151043,9291,9.94989553564581
2020-11-13,304419,132254,18904,153261,10634,9.66600077739565
2020-11-14,312548,134294,19022,159232,8129,9.99248081329203
2020-11-15,320608,137255,19180,164173,8060,10.4573190747284
2020-11-16,324736,138872,19361,166503,4128,10.3535459462183
2020-11-17,333184,153103,19460,160621,8448,8.75489793516947
2020-11-18,340817,157121,19662,164034,7633,7.41393422427071
2020-11-19,348270,169056,19844,159370,7453,7.16377794822858
2020-11-20,357491,172847,20009,164635,9221,8.59843975358582
2020-11-21,366344,177832,20184,168328,8853,5.42119111208248
2020-11-22,371438,183472,20353,167613,5094,4.18086342960575
2020-11-23,376727,186680,20518,169529,5289,3.99000602115649
2020-11-24,381613,206317,20658,154638,4886,5.14264693481094
2020-11-25,386786,212175,20844,153767,5173,4.49887844591191
2020-11-26,392483,227924,20999,143560,5697,3.73937484964279
2020-11-27,397872,231042,21206,145624,5389,3.87087053676359
2020-11-28,402487,246096,21387,135004,4615,5.40540556319577
2020-11-29,405690,250832,21506,133352,3203,6.13958217911081
2020-11-30,407619,251588,21641,134390,1929,4.42196720099035
2020-12-01,411667,260528,21849,129290,4048,4.1789343072227
2020-12-02,415092,268702,22098,124292,3425,1.87927325197374
2020-12-03,418843,274189,22273,122381,3751,1.80106992983573
2020-12-04,423376,278058,22620,122698,4533,3.1227389498415
2020-12-05,426524,284073,22767,119684,3148,4.37439552578759
2020-12-06,428937,288056,22878,118003,2413,4.24006409515454
2020-12-07,430499,289706,23018,117775,1562,3.94944608004009
2020-12-08,432155,291591,23074,117490,1656,4.89345520869722
2020-12-09,433388,297290,23202,112896,1233,5.14457509339931
2020-12-10,435481,320380,23271,91830,2093,5.04540690311275
2020-12-11,438419,324961,23443,90015,2938,3.68728731935317
2020-12-12,441155,327561,23575,90019,2736,4.30940196618874
2020-12-13,443490,332595,23660,87235,2335,2.94704154105367
2020-12-14,444435,333503,23804,87128,945,2.9041937370002
2020-12-15,446839,342409,23871,80559,2404,5.23928420792806
2020-12-16,449833,347130,23985,78718,2994,6.7181011768508
2020-12-17,452563,356175,24091,72297,2730,6.80275165830886
2020-12-18,455307,360529,24159,70619,2744,5.65936523217888
2020-12-19,457251,363044,24219,69988,1944,6.8408299714728
2020-12-20,459046,365440,24324,69282,1795,7.46384795501758
2020-12-21,459996,366058,24373,69565,950,7.36572532083137
2020-12-22,462274,374434,24414,63426,2278,6.94355171146165
2020-12-23,464427,376790,24506,63131,2153,7.69348167482577
2020-12-24,467083,379750,24604,62729,2656,7.99853718137372
2020-12-25,469711,384670,24671,60370,2628,5.70980198786406
2020-12-26,471317,386391,24776,60150,1606,3.21326072675167
2020-12-27,471783,387049,24812,59922,466,0.575979455740542
2020-12-28,472356,387761,24861,59734,573,0.223555820609491
2020-12-29,473199,392854,24903,55442,843,-0.008406730656573
2020-12-30,474872,393995,24952,55925,1673,0.773794468930688
2020-12-31,478731,397010,25032,56689,3859,-0.727979765359883
2021-01-01,481787,399157,25117,57513,3056,2.01277423021846
2021-01-02,483189,401444,25197,56548,1402,4.09607160207812
2021-01-03,484898,402070,25275,57553,1709,4.6595473527466
2021-01-04,485761,402798,25311,57652,863,4.14776189860296
2021-01-05,487099,407902,25338,53859,1338,3.11683153903266
2021-01-06,490051,409548,25400,55103,2952,1.96115959315922
2021-01-07,492850,412034,25492,55324,2799,1.01185610897168
2021-01-08,494813,413248,25526,56039,1963,0.027608444852792
2021-01-09,497319,414643,25659,57017,2506,-0.161250252336101
2021-01-10,500586,416326,25722,58538,3267,0.106567095689838
2021-01-11,502074,417173,25781,59120,1488,-1.49946476709919
2021-01-12,503220,421890,25843,55487,1146,-0.488069943397081
2021-01-13,505465,423074,25897,56494,2245,3.38620558626378
2021-01-14,508052,424720,25948,57384,2587,4.08218031831212
2021-01-15,510257,426098,26020,58139,2205,2.96067732642633
2021-01-16,512391,427181,26088,59122,2134,0.041557550466296
2021-01-17,513994,428393,26166,59435,1603,1.12476665825394
2021-01-18,515183,431787,26231,57165,1189,0.255217337551948
2021-01-19,516113,435509,26276,54328,930,0.00918846311764
2021-01-20,517989,436485,26333,55171,1876,2.25747996676951
2021-01-21,520223,438058,26399,55766,2234,3.69617729980974
2021-01-22,522192,440880,26454,54858,1969,4.79216126866132
2021-01-23,523727,442631,26512,54584,1535,5.72725862774362
2021-01-24,525102,444809,26616,53677,1375,2.7937476052478
